system:index,bare_fraction,builtup_fraction,cropland_fraction,grid_id,latitude,longitude,vegetation_fraction,water_fraction,.geo
00000000000000000046,0.02290625054674742,0.17074489054070205,0.2763636485464802,HYD_0071,17.56610912455833,78.35176756863382,0.5299852103660706,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000047,0.11357559428332548,0.30630396886226735,0.07288562667999804,HYD_0072,17.566236224578997,78.361180744498,0.5057160416574377,0.0015187685169709348,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000048,0.013846828899030836,0.22680127682902182,0.12280379862960826,HYD_0073,17.566488503043363,78.38000817905987,0.6365480956423393,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000049,0.008167797784371773,0.12440061184961658,0.31508505625435307,HYD_0074,17.566610782355408,78.38942248684701,0.5190447313590791,0.03330180275257874,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004a,0.026509440775244725,0.1333832900400027,0.5403000231543014,HYD_0075,17.566733386881264,78.39883562599661,0.28982372206500645,0.009983523965445752,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004b,0.013832719356500635,0.10208717379068383,0.397062217642626,HYD_0076,17.566858254068503,78.40824877955703,0.48701788921018724,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004c,0.03421158530206971,0.09962427636998747,0.28285068996825646,HYD_0077,17.566980894543462,78.41766194666175,0.5833134483596834,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004d,0.00550560350571815,0.326052337108214,0.054627573283342314,HYD_0078,17.567103507961328,78.42707510291777,0.6120109263336091,0.0018035597691145665,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004e,0.019642331444292144,0.21839062920442548,0.10393535154440003,HYD_0079,17.567226491349537,78.4364893740968,0.610674155839757,0.04735753196712496,"{""type"":""MultiPoint"",""coordinates"":[]}"
0000000000000000004f,0.06308372510472576,0.14462515955943925,0.2346265480848587,HYD_0080,17.56734876266658,78.44590364553699,0.5476973371953953,0.009967230055581974,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000050,0.006453375293918854,0.07179324189438928,0.03739384867542046,HYD_0081,17.56747102475775,78.4553179786137,0.8843595341362692,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000051,0.012000949774354128,0.3903460944995694,0.12252424120398009,HYD_0082,17.5675921527289,78.46473334083542,0.4751287145220935,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000052,0.10700892308723162,0.271352311180103,0.38342025618976255,HYD_0083,17.567712215961233,78.47414762352567,0.2379337301631613,2.8477937973934254E-4,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000053,0.05018793766656503,0.4115475662658499,0.1934862669813045,HYD_0084,17.567832570838934,78.48356076494143,0.3422151889074152,0.002563040178865584,"{""type"":""MultiPoint"",""coordinates"":[]}"
00000000000000000054,0.04947912692957135,0.3473327003931252,0.26265691229138377,HYD_0085,17.56795108015855,78.4929750369072,0.3405312603859198,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
